               state	                soln	                  pH	                  pe	                C(4)	                  Ca	                  Mg	                  Cl	             Calcite	           d_Calcite	       Dolomite(dis)	     d_Dolomite(dis)	
              i_soln	                  57	  9.909797337966e+00	 -1.123801769590e+00	  1.227579464790e-04	  1.227580430457e-04	  3.043948449134e-09	  6.280030103493e-09	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  57	  9.909797337966e+00	 -2.123801769590e+00	  1.227579464790e-04	  1.227580430457e-04	  3.043948449134e-09	  6.280030103493e-09	  2.074845017063e-04	 -1.099109952357e-15	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  58	  9.909797105696e+00	 -5.120598372564e+00	  1.227580192456e-04	  1.227581788019e-04	  4.934066211241e-09	  1.018624498072e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  58	  9.909797105701e+00	 -5.117095444060e+00	  1.227580192476e-04	  1.227581788039e-04	  4.934066211241e-09	  1.018624498072e-08	  2.074845017037e-04	 -2.027024381679e-15	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  59	  9.909797556210e+00	 -4.909160439816e+00	  1.227578770796e-04	  1.227579154479e-04	  1.255142523216e-09	  2.586021399065e-09	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  59	  9.909797556211e+00	 -4.897850182549e+00	  1.227578770799e-04	  1.227579154482e-04	  1.255142523216e-09	  2.586021399065e-09	  2.074845017084e-04	 -2.998361108009e-16	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  60	  9.909797458682e+00	 -4.967483440654e+00	  1.227579083858e-04	  1.227579724802e-04	  2.058183817912e-09	  4.243556332493e-09	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  60	  9.909797458683e+00	 -4.965735395627e+00	  1.227579083864e-04	  1.227579724808e-04	  2.058183817912e-09	  4.243556332493e-09	  2.074845017077e-04	 -5.679864131108e-16	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  61	  9.909797646545e+00	 -5.016724763638e+00	  1.227578476841e-04	  1.227578626068e-04	  5.063539813276e-10	  1.041553380601e-09	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  61	  9.909797646545e+00	 -5.019159655302e+00	  1.227578476842e-04	  1.227578626069e-04	  5.063539813276e-10	  1.041553380601e-09	  2.074845017088e-04	 -8.001412032943e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  62	  9.909797606548e+00	 -4.948906559939e+00	  1.227578608147e-04	  1.227578860074e-04	  8.393309717128e-10	  1.728047293943e-09	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  62	  9.909797606548e+00	 -4.964366608356e+00	  1.227578608148e-04	  1.227578860075e-04	  8.393309717128e-10	  1.728047293943e-09	  2.074845017086e-04	 -1.566401088698e-16	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  63	  9.909797683087e+00	 -5.055313288190e+00	  1.227578355360e-04	  1.227578412213e-04	  2.002405726456e-10	  4.108517186975e-10	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  63	  9.909797683087e+00	 -5.061493777586e+00	  1.227578355360e-04	  1.227578412214e-04	  2.002405726456e-10	  4.108517186975e-10	  2.074845017089e-04	 -3.970890456728e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  64	  9.909797667053e+00	 -4.984026098441e+00	  1.227578409107e-04	  1.227578506064e-04	  3.351102250071e-10	  6.886118899396e-10	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  64	  9.909797667053e+00	 -4.996813186222e+00	  1.227578409107e-04	  1.227578506065e-04	  3.351102250071e-10	  6.886118899396e-10	  2.074845017089e-04	 -4.648516814532e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  65	  9.909797697546e+00	 -5.074446482329e+00	  1.227578306329e-04	  1.227578327561e-04	  7.791634324937e-11	  1.590789114389e-10	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  65	  9.909797697546e+00	 -5.078985509322e+00	  1.227578306330e-04	  1.227578327561e-04	  7.791634324937e-11	  1.590789114389e-10	  2.074845017089e-04	 -2.331034670844e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  66	  9.909797691258e+00	 -5.017557395899e+00	  1.227578327821e-04	  1.227578364383e-04	  1.313256797304e-10	  2.689637847426e-10	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  66	  9.909797691258e+00	 -5.009422177347e+00	  1.227578327821e-04	  1.227578364384e-04	  1.313256797304e-10	  2.689637847426e-10	  2.074845017089e-04	 -3.295974604356e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  67	  9.909797703146e+00	 -5.098682519035e+00	  1.227578286984e-04	  1.227578294762e-04	  3.009593920579e-11	  6.074719551450e-11	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  67	  9.909797703146e+00	 -5.098204455464e+00	  1.227578286984e-04	  1.227578294762e-04	  3.009593920579e-11	  6.074719551450e-11	  2.074845017089e-04	  2.710505431214e-20	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  68	  9.909797700731e+00	 -5.076200687998e+00	  1.227578295387e-04	  1.227578308906e-04	  5.079191602579e-11	  1.032874445045e-10	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  68	  9.909797700731e+00	 -5.079062535927e+00	  1.227578295387e-04	  1.227578308906e-04	  5.079191602579e-11	  1.032874445045e-10	  2.074845017089e-04	 -1.417594340525e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  69	  9.909797705270e+00	 -5.075040093290e+00	  1.227578279516e-04	  1.227578282312e-04	  1.179249721483e-11	  2.314410940730e-11	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  69	  9.909797705270e+00	 -5.087488880822e+00	  1.227578279517e-04	  1.227578282313e-04	  1.179249721483e-11	  2.314410940730e-11	  2.074845017089e-04	 -1.330858166726e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  70	  9.909797704362e+00	 -5.054017350339e+00	  1.227578282732e-04	  1.227578287636e-04	  1.964607643011e-11	  3.927285359647e-11	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  70	  9.909797704362e+00	 -5.046851662897e+00	  1.227578282732e-04	  1.227578287636e-04	  1.964607643011e-11	  3.927285359647e-11	  2.074845017089e-04	  3.523657060578e-19	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  71	  9.909797706061e+00	 -5.131378888565e+00	  1.227578276693e-04	  1.227578277681e-04	  4.928069273558e-12	  9.053522521479e-12	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  71	  9.909797706061e+00	 -5.139582596897e+00	  1.227578276693e-04	  1.227578277681e-04	  4.928069273558e-12	  9.053522521479e-12	  2.074845017089e-04	  2.873135757087e-18	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  72	  9.909797705726e+00	 -5.101371280637e+00	  1.227578277898e-04	  1.227578279645e-04	  7.848819083032e-12	  1.504686404994e-11	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  72	  9.909797705726e+00	 -5.093179088237e+00	  1.227578277899e-04	  1.227578279645e-04	  7.848819083032e-12	  1.504686404994e-11	  2.074845017089e-04	 -1.244121992927e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  73	  9.909797706349e+00	 -5.133100740835e+00	  1.227578275648e-04	  1.227578275991e-04	  2.403734182191e-12	  3.875939106662e-12	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  73	  9.909797706349e+00	 -5.131476119610e+00	  1.227578275648e-04	  1.227578275990e-04	  2.403734182191e-12	  3.875939106662e-12	  2.074845017089e-04	  1.374226253625e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  74	  9.909797706228e+00	 -5.151946150282e+00	  1.227578276090e-04	  1.227578276702e-04	  3.469063171658e-12	  6.060282204218e-12	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  74	  9.909797706228e+00	 -5.143252462196e+00	  1.227578276090e-04	  1.227578276702e-04	  3.469063171658e-12	  6.060282204218e-12	  2.074845017089e-04	  1.013729031274e-17	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  75	  9.909797706452e+00	 -5.158545879494e+00	  1.227578275268e-04	  1.227578275385e-04	  1.492843924214e-12	  2.009039943925e-12	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  75	  9.909797706452e+00	 -5.164149065147e+00	  1.227578275268e-04	  1.227578275385e-04	  1.492843924214e-12	  2.009039943925e-12	  2.074845017089e-04	  1.680513367353e-18	  0.000000000000e+00	  0.000000000000e+00	
              i_soln	                  76	  9.909797706409e+00	 -5.150921390800e+00	  1.227578275428e-04	  1.227578275638e-04	  1.874207830771e-12	  2.790412014674e-12	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	
               react	                  76	  9.909797706409e+00	 -5.143314828055e+00	  1.227578275427e-04	  1.227578275638e-04	  1.874207830771e-12	  2.790412014674e-12	  2.074845017089e-04	  1.135701775679e-17	  0.000000000000e+00	  0.000000000000e+00	
