               state	                soln	                  pH	                  pe	          Synthetica	          Syntheticb	          k_Productd	         dk_Productd	
               react	                 183	  7.019342401477e+00	  1.126239367047e+01	  1.399876380613e-01	  1.399876380613e-01	  1.167398501714e-01	  1.387285059881e-03	
              i_soln	                 184	  7.019105710905e+00	  1.120972586520e+01	  1.426339979399e-01	  1.426339979399e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 184	  7.019239872648e+00	  1.119880382467e+01	  1.412345298855e-01	  1.412345298855e-01	  1.188047960858e-01	  1.399468054231e-03	
              i_soln	                 185	  7.019384242974e+00	  1.123059312616e+01	  1.392092726591e-01	  1.392092726591e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 185	  7.019517559933e+00	  1.123693554176e+01	  1.378429497635e-01	  1.378429497635e-01	  1.132256011025e-01	  1.366322895386e-03	
              i_soln	                 186	  7.019283178418e+00	  1.126201697387e+01	  1.404572707481e-01	  1.404572707481e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 186	  7.019416807747e+00	  1.126014880403e+01	  1.390788669159e-01	  1.390788669159e-01	  1.152449131964e-01	  1.378403831957e-03	
              i_soln	                 187	  7.019556713576e+00	  1.108734102166e+01	  1.370621824055e-01	  1.370621824055e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 187	  7.019689480695e+00	  1.108764571309e+01	  1.357166507798e-01	  1.357166507798e-01	  1.097893592541e-01	  1.345531625552e-03	
              i_soln	                 188	  7.019457536660e+00	  1.125299288469e+01	  1.382995614795e-01	  1.382995614795e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 188	  7.019590622648e+00	  1.125481870307e+01	  1.369420466740e-01	  1.369420466740e-01	  1.117637936554e-01	  1.357514805313e-03	
              i_soln	                 189	  7.019725746567e+00	  1.123688147790e+01	  1.349328615139e-01	  1.349328615139e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 189	  7.019857952554e+00	  1.123505177978e+01	  1.336079577056e-01	  1.336079577056e-01	  1.064298368982e-01	  1.324903808172e-03	
              i_soln	                 190	  7.019628580372e+00	  1.127158028797e+01	  1.361600778686e-01	  1.361600778686e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 190	  7.019761111715e+00	  1.127708263180e+01	  1.348232843417e-01	  1.348232843417e-01	  1.083601336817e-01	  1.336793526746e-03	
              i_soln	                 191	  7.019891120775e+00	  1.126074309663e+01	  1.328205233818e-01	  1.328205233818e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 191	  7.020022753485e+00	  1.125404590200e+01	  1.315160913538e-01	  1.315160913538e-01	  1.031457737411e-01	  1.304432027850e-03	
              i_soln	                 192	  7.019796094231e+00	  1.123259780812e+01	  1.340380305861e-01	  1.340380305861e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 192	  7.019928059367e+00	  1.123856671498e+01	  1.327217980233e-01	  1.327217980233e-01	  1.050326571998e-01	  1.316232562663e-03	
              i_soln	                 193	  7.020052604880e+00	  1.124410316757e+01	  1.307243880296e-01	  1.307243880296e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 193	  7.020183652017e+00	  1.124271259725e+01	  1.294402791101e-01	  1.294402791101e-01	  9.993593642932e-02	  1.284108919387e-03	
              i_soln	                 194	  7.019959852778e+00	  1.124884052845e+01	  1.319326355348e-01	  1.319326355348e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 194	  7.020091239475e+00	  1.125130924581e+01	  1.306368110187e-01	  1.306368110187e-01	  1.017801153635e-01	  1.295824515994e-03	
              i_soln	                 195	  7.020209957576e+00	  1.124460355733e+01	  1.286436846147e-01	  1.286436846147e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 195	  7.020340406181e+00	  1.124299886307e+01	  1.273797574220e-01	  1.273797574220e-01	  9.679911802374e-02	  1.263927192527e-03	
              i_soln	                 196	  7.020119620446e+00	  1.124708588977e+01	  1.298431162866e-01	  1.298431162866e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 196	  7.020250416164e+00	  1.124792949402e+01	  1.285675542363e-01	  1.285675542363e-01	  9.860128604845e-02	  1.275562050161e-03	
              i_soln	                 197	  7.020362927657e+00	  1.127058609617e+01	  1.265776540706e-01	  1.265776540706e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 197	  7.020492764471e+00	  1.127141256018e+01	  1.253337744125e-01	  1.253337744125e-01	  9.373413744175e-02	  1.243879657963e-03	
              i_soln	                 198	  7.020275151739e+00	  1.127188883503e+01	  1.277687066510e-01	  1.277687066510e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 198	  7.020405343411e+00	  1.127126183769e+01	  1.265132687365e-01	  1.265132687365e-01	  9.549497331297e-02	  1.255437914368e-03	
              i_soln	                 199	  7.020511254209e+00	  1.128410630949e+01	  1.245255518578e-01	  1.245255518578e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 199	  7.020640465361e+00	  1.128314841359e+01	  1.233015926032e-01	  1.233015926032e-01	  9.073983886494e-02	  1.223959254464e-03	
              i_soln	                 200	  7.020426191321e+00	  1.122680761745e+01	  1.257086533629e-01	  1.257086533629e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 200	  7.020555765399e+00	  1.122678696554e+01	  1.244732083926e-01	  1.244732083926e-01	  9.246000682533e-02	  1.235444970099e-03	
              i_soln	                 201	  7.020654666931e+00	  1.126857400304e+01	  1.224866508117e-01	  1.224866508117e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 201	  7.020783238057e+00	  1.126617068446e+01	  1.212824917345e-01	  1.212824917345e-01	  8.781509111468e-02	  1.204159077015e-03	
              i_soln	                 202	  7.020572474267e+00	  1.126090110301e+01	  1.236622188762e-01	  1.236622188762e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 202	  7.020701416703e+00	  1.126272359075e+01	  1.224466426574e-01	  1.224466426574e-01	  8.949524125853e-02	  1.215576218692e-03	
              i_soln	                 203	  7.020792886479e+00	  1.118462526611e+01	  1.204602440713e-01	  1.204602440713e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 203	  7.020920802530e+00	  1.118248145440e+01	  1.192757716653e-01	  1.192757716653e-01	  8.495878699129e-02	  1.184472405774e-03	
              i_soln	                 204	  7.020713726412e+00	  1.120111863576e+01	  1.216286842485e-01	  1.216286842485e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 204	  7.020842022510e+00	  1.119787084258e+01	  1.204328594185e-01	  1.204328594185e-01	  8.659955565007e-02	  1.195824829838e-03	
              i_soln	                 205	  7.020925624886e+00	  1.122000225950e+01	  1.184456480704e-01	  1.184456480704e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 205	  7.021052870423e+00	  1.121033098162e+01	  1.172807553346e-01	  1.172807553346e-01	  8.216984925557e-02	  1.164892735699e-03	
              i_soln	                 206	  7.020849664714e+00	  1.130944267077e+01	  1.196073520979e-01	  1.196073520979e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 206	  7.020977299302e+00	  1.130748718664e+01	  1.184311679269e-01	  1.184311679269e-01	  8.377185272805e-02	  1.176184170852e-03	
              i_soln	                 207	  7.021052586120e+00	  1.128781334549e+01	  1.164422055734e-01	  1.164422055734e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 207	  7.021179144880e+00	  1.129124396160e+01	  1.152967917666e-01	  1.152967917666e-01	  7.944720317450e-02	  1.145413806655e-03	
              i_soln	                 208	  7.020979997725e+00	  1.129689332619e+01	  1.175975496153e-01	  1.175975496153e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 208	  7.021106954964e+00	  1.129514646416e+01	  1.164409017786e-01	  1.164409017786e-01	  8.101105820891e-02	  1.156647836512e-03	
              i_soln	                 209	  7.021173466671e+00	  1.125549731376e+01	  1.144492887302e-01	  1.144492887302e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 209	  7.021299321888e+00	  1.125989968831e+01	  1.133232590963e-01	  1.133232590963e-01	  7.678981593951e-02	  1.126029633771e-03	
              i_soln	                 210	  7.021104426180e+00	  1.126793202369e+01	  1.155986316117e-01	  1.155986316117e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 210	  7.021230689644e+00	  1.126728865997e+01	  1.144614219322e-01	  1.144614219322e-01	  7.831612007107e-02	  1.137209679317e-03	
              i_soln	                 211	  7.021287956257e+00	  1.125478243918e+01	  1.124663021322e-01	  1.124663021322e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 211	  7.021413090525e+00	  1.124992093081e+01	  1.113595675942e-01	  1.113595675942e-01	  7.419666903000e-02	  1.106734537849e-03	
              i_soln	                 212	  7.021222643618e+00	  1.124739736366e+01	  1.136099835758e-01	  1.136099835758e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 212	  7.021348196298e+00	  1.125549101447e+01	  1.124921197358e-01	  1.124921197358e-01	  7.568600775937e-02	  1.117863839876e-03	
              i_soln	                 213	  7.021395738604e+00	  1.124471962188e+01	  1.104926858433e-01	  1.104926858433e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 213	  7.021520133790e+00	  1.124606577307e+01	  1.094051626675e-01	  1.094051626675e-01	  7.166676412065e-02	  1.087523175595e-03	
              i_soln	                 214	  7.021334337128e+00	  1.126723135939e+01	  1.116310247222e-01	  1.116310247222e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 214	  7.021459161244e+00	  1.126527194835e+01	  1.105324199448e-01	  1.105324199448e-01	  7.311971138900e-02	  1.098604777278e-03	
              i_soln	                 215	  7.021496492341e+00	  1.129369919308e+01	  1.085279183819e-01	  1.085279183819e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 215	  7.021620129688e+00	  1.128958022667e+01	  1.074595278123e-01	  1.074595278123e-01	  6.919912223434e-02	  1.068390569426e-03	
              i_soln	                 216	  7.021439188168e+00	  1.124960190781e+01	  1.096612110053e-01	  1.096612110053e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 216	  7.021563265401e+00	  1.124268009980e+01	  1.085817837060e-01	  1.085817837060e-01	  7.061624091643e-02	  1.079427299172e-03	
              i_soln	                 217	  7.021589891956e+00	  1.120911780957e+01	  1.065715196298e-01	  1.065715196298e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 217	  7.021712752030e+00	  1.120716925486e+01	  1.055221874930e-01	  1.055221874930e-01	  6.679278286784e-02	  1.049332136604e-03	
              i_soln	                 218	  7.021536873499e+00	  1.126990971042e+01	  1.077000380730e-01	  1.077000380730e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 218	  7.021660184736e+00	  1.126809126823e+01	  1.066397114815e-01	  1.066397114815e-01	  6.817462527965e-02	  1.060326591319e-03	
              i_soln	                 219	  7.021675608868e+00	  1.126751018853e+01	  1.046230536399e-01	  1.046230536399e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 219	  7.021797671547e+00	  1.126944014760e+01	  1.035927099223e-01	  1.035927099223e-01	  6.444680309268e-02	  1.030343717457e-03	
              i_soln	                 220	  7.021627066178e+00	  1.127210860075e+01	  1.057470441358e-01	  1.057470441358e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 220	  7.021749591692e+00	  1.127057883687e+01	  1.047057458893e-01	  1.047057458893e-01	  6.579391151368e-02	  1.041298246370e-03	
              i_soln	                 221	  7.021753312567e+00	  1.126490805840e+01	  1.026821313198e-01	  1.026821313198e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 221	  7.021874557035e+00	  1.126065248583e+01	  1.016707097173e-01	  1.016707097173e-01	  6.216025663538e-02	  1.011421602422e-03	
              i_soln	                 222	  7.021709436668e+00	  1.127426849081e+01	  1.038018127260e-01	  1.038018127260e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 222	  7.021831156096e+00	  1.126948589295e+01	  1.027794744342e-01	  1.027794744342e-01	  6.347316384211e-02	  1.022338291625e-03	
              i_soln	                 223	  7.021822671849e+00	  1.127404623319e+01	  1.007484129627e-01	  1.007484129627e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 223	  7.021943076523e+00	  1.127412084317e+01	  9.975585040495e-02	  9.975585040495e-02	  5.993223294305e-02	  9.925625576555e-04	
              i_soln	                 224	  7.021783654012e+00	  1.122538254691e+01	  1.018639753191e-01	  1.018639753191e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 224	  7.021904546171e+00	  1.123179879956e+01	  1.008605321035e-01	  1.008605321035e-01	  6.121146274994e-02	  1.003443215494e-03	
              i_soln	                 225	  7.021883356152e+00	  1.126362878054e+01	  9.882161060142e-02	  9.882161060142e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 225	  7.022002898854e+00	  1.126180315927e+01	  9.784784675242e-02	  9.784784675242e-02	  5.776183623951e-02	  9.737638489622e-04	
              i_soln	                 226	  7.021849387112e+00	  1.126864047637e+01	  9.993321379356e-02	  9.993321379356e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 226	  7.021969430199e+00	  1.126543397965e+01	  9.894860380108e-02	  9.894860380108e-02	  5.900791073364e-02	  9.846099924384e-04	
              i_soln	                 227	  7.021935036936e+00	  1.125753128154e+01	  9.690149016254e-02	  9.690149016254e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 227	  7.022053694721e+00	  1.125943722888e+01	  9.594646689869e-02	  9.594646689869e-02	  5.564818454058e-02	  9.550232638093e-04	
              i_soln	                 228	  7.021906306092e+00	  1.127617447826e+01	  9.800926270281e-02	  9.800926270281e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 228	  7.022025477587e+00	  1.127840618414e+01	  9.704342659667e-02	  9.704342659667e-02	  5.686160451158e-02	  9.658361061031e-04	
              i_soln	                 229	  7.021977389161e+00	  1.126941838948e+01	  9.498787339279e-02	  9.498787339279e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 229	  7.022095138433e+00	  1.126960517952e+01	  9.405153426158e-02	  9.405153426158e-02	  5.359040868430e-02	  9.363391311605e-04	
              i_soln	                 230	  7.021954083706e+00	  1.124220710110e+01	  9.609191133690e-02	  9.609191133690e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 230	  7.022072360425e+00	  1.123867761057e+01	  9.514479176640e-02	  9.514479176640e-02	  5.477167440271e-02	  9.471195704594e-04	
              i_soln	                 231	  7.022010092824e+00	  1.123308160163e+01	  9.308063953737e-02	  9.308063953737e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 231	  7.022126909335e+00	  1.123271715701e+01	  9.216292919841e-02	  9.216292919841e-02	  5.158765135795e-02	  9.177103389144e-04	
              i_soln	                 232	  7.021992396856e+00	  1.122462862103e+01	  9.418100554591e-02	  9.418100554591e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 232	  7.022109754916e+00	  1.122596366475e+01	  9.325254659723e-02	  9.325254659723e-02	  5.273725637238e-02	  9.284589486382e-04	
              i_soln	                 233	  7.022032834545e+00	  1.122156034360e+01	  9.117972674885e-02	  9.117972674885e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 233	  7.022148693374e+00	  1.122334024409e+01	  9.028059040006e-02	  9.028059040006e-02	  4.963906611993e-02	  8.991363487392e-04	
              i_soln	                 234	  7.022020928142e+00	  1.125248424878e+01	  9.227644930744e-02	  9.227644930744e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 234	  7.022137342970e+00	  1.125305903636e+01	  9.136659593809e-02	  9.136659593809e-02	  5.075749782210e-02	  9.098533693000e-04	
              i_soln	                 235	  7.022045309232e+00	  1.127152927051e+01	  8.928513320570e-02	  8.928513320570e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 235	  7.022160184821e+00	  1.126890967270e+01	  8.840451599756e-02	  8.840451599756e-02	  4.774382307342e-02	  8.806172080910e-04	
              i_soln	                 236	  7.022039367483e+00	  1.125984687582e+01	  9.037820601508e-02	  9.037820601508e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 236	  7.022154813911e+00	  1.125654815976e+01	  8.948690347473e-02	  8.948690347473e-02	  4.883155661230e-02	  8.913025403035e-04	
              i_soln	                 237	  7.022047221779e+00	  1.126674968036e+01	  8.739691792584e-02	  8.739691792584e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 237	  7.022161087989e+00	  1.126700397634e+01	  8.653476436652e-02	  8.653476436652e-02	  4.590108124415e-02	  8.621535592636e-04	
              i_soln	                 238	  7.022047413799e+00	  1.125470188131e+01	  8.848629946979e-02	  8.848629946979e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 238	  7.022161866010e+00	  1.125106058249e+01	  8.761349271025e-02	  8.761349271025e-02	  4.695860009814e-02	  8.728067594858e-04	
              i_soln	                 239	  7.022038288787e+00	  1.125221852515e+01	  8.551520125560e-02	  8.551520125560e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 239	  7.022151118844e+00	  1.125574133215e+01	  8.467145461027e-02	  8.467145461027e-02	  4.411002776290e-02	  8.437466452720e-04	
              i_soln	                 240	  7.022044776722e+00	  1.129827406730e+01	  8.660081455872e-02	  8.660081455872e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 240	  7.022158208300e+00	  1.129711945755e+01	  8.574644763626e-02	  8.574644763626e-02	  4.513780418295e-02	  8.543669224005e-04	
              i_soln	                 241	  7.022018240306e+00	  1.125130197055e+01	  8.364016502397e-02	  8.364016502397e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 241	  7.022130006894e+00	  1.125036152103e+01	  8.281476671145e-02	  8.281476671145e-02	  4.236985007393e-02	  8.253983124599e-04	
              i_soln	                 242	  7.022031178323e+00	  1.126825338350e+01	  8.472189760369e-02	  8.472189760369e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 242	  7.022143562262e+00	  1.126625271219e+01	  8.388591307681e-02	  8.388591307681e-02	  4.336835235293e-02	  8.359845268262e-04	
              i_soln	                 243	  7.021986821633e+00	  1.125789612707e+01	  8.177205235105e-02	  8.177205235105e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 243	  7.022097496995e+00	  1.126188280387e+01	  8.096494134127e-02	  8.096494134127e-02	  4.067974176745e-02	  8.071110097160e-04	
              i_soln	                 244	  7.022006354877e+00	  1.128167705937e+01	  8.284975637072e-02	  8.284975637072e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 244	  7.022117663686e+00	  1.127885299315e+01	  8.203209469671e-02	  8.203209469671e-02	  4.164943475974e-02	  8.176616739566e-04	
              i_soln	                 245	  7.021943795055e+00	  1.126972557880e+01	  7.991116710298e-02	  7.991116710298e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 245	  7.022053350897e+00	  1.126920653176e+01	  7.912227931871e-02	  7.912227931871e-02	  3.903890169837e-02	  7.888877842111e-04	
              i_soln	                 246	  7.021970058649e+00	  1.124066166802e+01	  8.098465972987e-02	  8.098465972987e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 246	  7.022080264323e+00	  1.123995114893e+01	  8.018525866365e-02	  8.018525866365e-02	  3.998024732542e-02	  7.994010661546e-04	
              i_soln	                 247	  7.021888941600e+00	  1.121836656046e+01	  7.805787298867e-02	  7.805787298867e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 247	  7.021997349231e+00	  1.121289261650e+01	  7.728714071501e-02	  7.728714071501e-02	  3.744653314090e-02	  7.707322736030e-04	
              i_soln	                 248	  7.021922059635e+00	  1.126587578437e+01	  7.912693695926e-02	  7.912693695926e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 248	  7.022031133720e+00	  1.126254430748e+01	  7.834573095799e-02	  7.834573095799e-02	  3.835999087504e-02	  7.812060012034e-04	
              i_soln	                 249	  7.021822062786e+00	  1.125156287679e+01	  7.621259229593e-02	  7.621259229593e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 249	  7.021929293174e+00	  1.125135812870e+01	  7.545994360119e-02	  7.545994360119e-02	  3.590184298518e-02	  7.526486946735e-04	
              i_soln	                 250	  7.021862147310e+00	  1.127499208042e+01	  7.727697668967e-02	  7.727697668967e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 250	  7.021970060952e+00	  1.127406859446e+01	  7.651389632660e-02	  7.651389632660e-02	  3.678787688622e-02	  7.630803630067e-04	
              i_soln	                 251	  7.021742982297e+00	  1.128443908924e+01	  7.437580427144e-02	  7.437580427144e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 251	  7.021849006046e+00	  1.128492702202e+01	  7.364116244294e-02	  7.364116244294e-02	  3.440404094448e-02	  7.346418284328e-04	
              i_soln	                 252	  7.021790132357e+00	  1.118092921006e+01	  7.543522548936e-02	  7.543522548936e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 252	  7.021896856361e+00	  1.117540015673e+01	  7.469019688057e-02	  7.469019688057e-02	  3.526310028053e-02	  7.450286087267e-04	
              i_soln	                 253	  7.021651547633e+00	  1.123703065137e+01	  7.254804314441e-02	  7.254804314441e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 253	  7.021756335176e+00	  1.123520564782e+01	  7.183132614267e-02	  7.183132614267e-02	  3.295233882972e-02	  7.167170016776e-04	
              i_soln	                 254	  7.021705848326e+00	  1.126760140253e+01	  7.360218609371e-02	  7.360218609371e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 254	  7.021811353233e+00	  1.126480878353e+01	  7.287513034125e-02	  7.287513034125e-02	  3.378487842471e-02	  7.270557523928e-04	
              i_soln	                 255	  7.021547631699e+00	  1.126382393773e+01	  7.072989580418e-02	  7.072989580418e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 255	  7.021651153209e+00	  1.126568427055e+01	  7.003101573903e-02	  7.003101573903e-02	  3.154595646422e-02	  6.988800650951e-04	
              i_soln	                 256	  7.021609153263e+00	  1.130086574807e+01	  7.177841528090e-02	  7.177841528090e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 256	  7.021713409370e+00	  1.129932712710e+01	  7.106924793586e-02	  7.106924793586e-02	  3.235242381253e-02	  7.091673449851e-04	
              i_soln	                 257	  7.021431134281e+00	  1.128069001098e+01	  6.892199914426e-02	  6.892199914426e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 257	  7.021533359893e+00	  1.128003649503e+01	  6.824086177617e-02	  6.824086177617e-02	  3.018409460955e-02	  6.811373680242e-04	
              i_soln	                 258	  7.021499931257e+00	  1.125608476338e+01	  6.996452140712e-02	  6.996452140712e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 258	  7.021602908731e+00	  1.125563095726e+01	  6.927315195595e-02	  6.927315195595e-02	  3.096495009451e-02	  6.913694511123e-04	
              i_soln	                 259	  7.021301983477e+00	  1.127053142038e+01	  6.712503708253e-02	  6.712503708253e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 259	  7.021402883212e+00	  1.126979327391e+01	  6.646154135251e-02	  6.646154135251e-02	  2.886597423443e-02	  6.634957299623e-04	
              i_soln	                 260	  7.021378093887e+00	  1.126591495981e+01	  6.816116161256e-02	  6.816116161256e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 260	  7.021479762786e+00	  1.126523280590e+01	  6.748749299011e-02	  6.748749299011e-02	  2.962167148466e-02	  6.736686223872e-04	
              i_soln	                 261	  7.021160136980e+00	  1.128828149110e+01	  6.533973727708e-02	  6.533973727708e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 261	  7.021259680978e+00	  1.128753785293e+01	  6.469377486802e-02	  6.469377486802e-02	  2.759080931804e-02	  6.459624089965e-04	
              i_soln	                 262	  7.021243581606e+00	  1.128112682729e+01	  6.636903871033e-02	  6.636903871033e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 262	  7.021343912011e+00	  1.128115498588e+01	  6.571296684266e-02	  6.571296684266e-02	  2.832180219104e-02	  6.560718676085e-04	
              i_soln	                 263	  7.021005583276e+00	  1.128523073006e+01	  6.356686755630e-02	  6.356686755630e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 263	  7.021103741800e+00	  1.128684447997e+01	  6.293832248891e-02	  6.293832248891e-02	  2.635781310497e-02	  6.285450673372e-04	
              i_soln	                 264	  7.021096364980e+00	  1.127989555651e+01	  6.458889777931e-02	  6.458889777931e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 264	  7.021195327073e+00	  1.128161354776e+01	  6.395031115930e-02	  6.395031115930e-02	  2.706455593468e-02	  6.385866199468e-04	
              i_soln	                 265	  7.020838342692e+00	  1.127909311732e+01	  6.180723208454e-02	  6.180723208454e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 265	  7.020935086164e+00	  1.127643935271e+01	  6.119598035033e-02	  6.119598035033e-02	  2.516619772801e-02	  6.112517341540e-04	
              i_soln	                 266	  7.020936445829e+00	  1.123697047549e+01	  6.282152247978e-02	  6.282152247978e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 266	  7.021034009899e+00	  1.124044644671e+01	  6.220030177841e-02	  6.220030177841e-02	  2.584915213931e-02	  6.212207013124e-04	
              i_soln	                 267	  7.020658468310e+00	  1.127616765060e+01	  6.006166729069e-02	  6.006166729069e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 267	  7.020753767517e+00	  1.127489606663e+01	  5.946757652465e-02	  5.946757652465e-02	  2.401517386464e-02	  5.940907659770e-04	
              i_soln	                 268	  7.020763858214e+00	  1.122956964805e+01	  6.106773111540e-02	  6.106773111540e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 268	  7.020859994825e+00	  1.122918832870e+01	  6.046374883121e-02	  6.046374883121e-02	  2.467478903942e-02	  6.039822841285e-04	
              i_soln	                 269	  7.020466046729e+00	  1.125415796281e+01	  5.833103758175e-02	  5.833103758175e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 269	  7.020559872800e+00	  1.125287040979e+01	  5.775396677682e-02	  5.775396677682e-02	  2.290395048405e-02	  5.770708048741e-04	
              i_soln	                 270	  7.020578669297e+00	  1.127748935065e+01	  5.932837246842e-02	  5.932837246842e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 270	  7.020673349390e+00	  1.127904089690e+01	  5.874149261759e-02	  5.874149261759e-02	  2.354068333961e-02	  5.868798507688e-04	
              i_soln	                 271	  7.020261198657e+00	  1.130036797442e+01	  5.661623087245e-02	  5.661623087245e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 271	  7.020353523262e+00	  1.130099344986e+01	  5.605603013769e-02	  5.605603013769e-02	  2.183174121012e-02	  5.602007347066e-04	
              i_soln	                 272	  7.020380980024e+00	  1.126754362715e+01	  5.760432143135e-02	  5.760432143135e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 272	  7.020474174937e+00	  1.126860022092e+01	  5.703439928041e-02	  5.703439928041e-02	  2.244604322999e-02	  5.699221508822e-04	
              i_soln	                 273	  7.020044079343e+00	  1.124787334356e+01	  5.491815396266e-02	  5.491815396266e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 273	  7.020134874726e+00	  1.125101550697e+01	  5.437466432684e-02	  5.437466432684e-02	  2.079773791261e-02	  5.434896357708e-04	
              i_soln	                 274	  7.020170925655e+00	  1.125060331067e+01	  5.589647446848e-02	  5.589647446848e-02	  0.000000000000e+00	  0.000000000000e+00	
               react	                 274	  7.020262607306e+00	  1.125167058561e+01	  5.534335631150e-02	  5.534335631150e-02	  2.139007495485e-02	  5.531181569295e-04	
              i_soln	                 275	  7.019814878814e+00	  1.127691593471e+01	  5.323772779039e-02	  5.323772779039e-02	  0.000000000000e+00	  0.000000000000e+00	
