               state	                soln	                  pH	                  pe	          Synthetica	          Syntheticb	          k_Productd	         dk_Productd	
               react	                  91	  7.009801074023e+00	  1.120674960936e+01	  2.705245486898e-01	  2.705245486898e-01	  3.914930078483e-01	  2.646512290346e-03	
              i_soln	                  92	  7.009525938512e+00	  1.092835455298e+01	  2.753488802146e-01	  2.753488802146e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                  92	  7.009675260202e+00	  1.036524754324e+01	  2.726818290217e-01	  2.726818290217e-01	  3.967887167931e-01	  2.667051192672e-03	
              i_soln	                  93	  7.009869884400e+00	  1.113334444339e+01	  2.694354085188e-01	  2.694354085188e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                  93	  7.010018987941e+00	  1.113650154425e+01	  2.668241470746e-01	  2.668241470746e-01	  3.824580415109e-01	  2.611261444023e-03	
              i_soln	                  94	  7.009743989441e+00	 -2.184195356513e+00	  2.715865510150e-01	  2.715865510150e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                  94	  7.009893175704e+00	 -2.180783708318e+00	  2.689549875799e-01	  2.689549875799e-01	  3.876531095549e-01	  2.631563434913e-03	
              i_soln	                  95	  7.010087930663e+00	 -1.939111984092e+00	  2.657456220106e-01	  2.657456220106e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                  95	  7.010236883872e+00	 -1.936863926306e+00	  2.631692035565e-01	  2.631692035565e-01	  3.735951008863e-01	  2.576418453927e-03	
              i_soln	                  96	  7.009962043176e+00	  1.125163675506e+01	  2.678703363091e-01	  2.678703363091e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                  96	  7.010111084236e+00	  1.125241381870e+01	  2.652738509545e-01	  2.652738509545e-01	  3.786912020394e-01	  2.596485354310e-03	
              i_soln	                  97	  7.010305948174e+00	  1.127307709431e+01	  2.621012686740e-01	  2.621012686740e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                  97	  7.010454741047e+00	  1.127253377477e+01	  2.595592885460e-01	  2.595592885460e-01	  3.649013228332e-01	  2.541980127727e-03	
              i_soln	                  98	  7.010180079734e+00	  1.126949562395e+01	  2.641998049967e-01	  2.641998049967e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                  98	  7.010328966180e+00	  1.127554333711e+01	  2.616379912099e-01	  2.616379912099e-01	  3.699001083153e-01	  2.561813786629e-03	
              i_soln	                  99	  7.010523916762e+00	 -2.257848281408e+00	  2.585019127411e-01	  2.585019127411e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                  99	  7.010672540298e+00	 -2.247927735597e+00	  2.559939695170e-01	  2.559939695170e-01	  3.563739061920e-01	  2.507943223865e-03	
              i_soln	                 100	  7.010398079034e+00	  1.124540087365e+01	  2.605745230455e-01	  2.605745230455e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 100	  7.010546801543e+00	  1.124800576664e+01	  2.580469775264e-01	  2.580469775264e-01	  3.612769897311e-01	  2.527545518818e-03	
              i_soln	                 101	  7.010741816047e+00	 -1.209537421857e+00	  2.549471153529e-01	  2.549471153529e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 101	  7.010890260876e+00	 -2.025278111117e+00	  2.524728109019e-01	  2.524728109019e-01	  3.480100686040e-01	  2.474304450746e-03	
              i_soln	                 102	  7.010616020824e+00	  1.103618980989e+01	  2.569940533943e-01	  2.569940533943e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 102	  7.010764570064e+00	  1.097644256677e+01	  2.545003761058e-01	  2.545003761058e-01	  3.528190406794e-01	  2.493677288275e-03	
              i_soln	                 103	  7.010959625423e+00	  1.125539846766e+01	  2.514364344214e-01	  2.514364344214e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 103	  7.011107882350e+00	  1.126378267755e+01	  2.489953739556e-01	  2.489953739556e-01	  3.398070742220e-01	  2.441060465596e-03	
              i_soln	                 104	  7.010833884630e+00	  1.126206726359e+01	  2.534579558373e-01	  2.534579558373e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 104	  7.010982251174e+00	  1.125797909103e+01	  2.509977500551e-01	  2.509977500551e-01	  3.445235161026e-01	  2.460205781920e-03	
              i_soln	                 105	  7.011177323973e+00	  1.120521106356e+01	  2.479694244704e-01	  2.479694244704e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 105	  7.011325383846e+00	  1.120403701462e+01	  2.455612165970e-01	  2.455612165970e-01	  3.317622196508e-01	  2.408207873135e-03	
              i_soln	                 106	  7.011051649727e+00	  1.124785712010e+01	  2.499657868740e-01	  2.499657868740e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 106	  7.011199824555e+00	  1.124859064629e+01	  2.475386592389e-01	  2.475386592389e-01	  3.363876902571e-01	  2.427127634958e-03	
              i_soln	                 107	  7.011394890437e+00	  1.124510355445e+01	  2.445456364430e-01	  2.445456364430e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 107	  7.011542744234e+00	  1.124500392067e+01	  2.421698932189e-01	  2.421698932189e-01	  3.238728606922e-01	  2.375743223919e-03	
              i_soln	                 108	  7.011269295055e+00	  1.121678128742e+01	  2.465170995395e-01	  2.465170995395e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 108	  7.011417268913e+00	  1.121909819511e+01	  2.441226601099e-01	  2.441226601099e-01	  3.284088831483e-01	  2.394439429425e-03	
              i_soln	                 109	  7.011612303145e+00	  1.111072780858e+01	  2.411646174848e-01	  2.411646174848e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 109	  7.011759941932e+00	  1.108018553341e+01	  2.388209544721e-01	  2.388209544721e-01	  3.161363720555e-01	  2.343663012446e-03	
              i_soln	                 110	  7.011486799190e+00	  1.123937291058e+01	  2.431114431989e-01	  2.431114431989e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 110	  7.011634563186e+00	  1.123345192525e+01	  2.407493055063e-01	  2.407493055063e-01	  3.205844536298e-01	  2.362137692421e-03	
              i_soln	                 111	  7.011829539920e+00	  1.114259233022e+01	  2.378259106979e-01	  2.378259106979e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 111	  7.011976954804e+00	  1.115933837462e+01	  2.355139470226e-01	  2.355139470226e-01	  3.085501732564e-01	  2.311963674984e-03	
              i_soln	                 112	  7.011704140260e+00	  1.128375898277e+01	  2.397483633196e-01	  2.397483633196e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 112	  7.011851685543e+00	  1.128247699084e+01	  2.374181444252e-01	  2.374181444252e-01	  3.129117922201e-01	  2.330218894106e-03	
              i_soln	                 113	  7.012046577989e+00	  1.123580795525e+01	  2.345290548622e-01	  2.345290548622e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 113	  7.012193760207e+00	  1.123769029988e+01	  2.322484132749e-01	  2.322484132749e-01	  3.011117218631e-01	  2.280641587084e-03	
              i_soln	                 114	  7.011921295848e+00	  1.124331956868e+01	  2.364274012117e-01	  2.364274012117e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 114	  7.012068613467e+00	  1.123638983535e+01	  2.341287217660e-01	  2.341287217660e-01	  3.053883479575e-01	  2.298679445399e-03	
              i_soln	                 115	  7.012263393928e+00	  1.117400899996e+01	  2.312735841330e-01	  2.312735841330e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 115	  7.012410334844e+00	  1.117279323932e+01	  2.290238910719e-01	  2.290238910719e-01	  2.938185131960e-01	  2.249693060848e-03	
              i_soln	                 116	  7.012138242910e+00	  1.129217617814e+01	  2.331480937381e-01	  2.331480937381e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 116	  7.012285324229e+00	  1.129168477287e+01	  2.308805780425e-01	  2.308805780425e-01	  2.980115879011e-01	  2.267515695372e-03	
              i_soln	                 117	  7.012479963550e+00	  1.120544751303e+01	  2.280590277088e-01	  2.280590277088e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 117	  7.012626654518e+00	  1.120511407273e+01	  2.258399133667e-01	  2.258399133667e-01	  2.866680731475e-01	  2.219114341928e-03	
              i_soln	                 118	  7.012354957715e+00	  1.122522488561e+01	  2.299099730002e-01	  2.299099730002e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 118	  7.012501793995e+00	  1.123431639500e+01	  2.276732490716e-01	  2.276732490716e-01	  2.907790232326e-01	  2.236723928416e-03	
              i_soln	                 119	  7.012696261812e+00	  1.113865580375e+01	  2.248849094703e-01	  2.248849094703e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 119	  7.012842694361e+00	  1.112499438574e+01	  2.226960078638e-01	  2.226960078638e-01	  2.796579850202e-01	  2.188901606217e-03	
              i_soln	                 120	  7.012571415725e+00	  1.125099926719e+01	  2.267125659941e-01	  2.267125659941e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 120	  7.012717998448e+00	  1.125116431508e+01	  2.245062656327e-01	  2.245062656327e-01	  2.836882024368e-01	  2.206300361112e-03	
              i_soln	                 121	  7.012912262661e+00	  1.113386788864e+01	  2.217507475947e-01	  2.217507475947e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 121	  7.013058428259e+00	  1.111258311192e+01	  2.195916966381e-01	  2.195916966381e-01	  2.727858489786e-01	  2.159050956316e-03	
              i_soln	                 122	  7.012787591493e+00	  1.128080806989e+01	  2.235553942372e-01	  2.235553942372e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 122	  7.012933912222e+00	  1.127996325431e+01	  2.213791530981e-01	  2.213791530981e-01	  2.767367109915e-01	  2.176241138811e-03	
              i_soln	                 123	  7.013127938928e+00	  1.126722422552e+01	  2.186560541459e-01	  2.186560541459e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 123	  7.013273829255e+00	  1.126786573054e+01	  2.165264957279e-01	  2.165264957279e-01	  2.660493082866e-01	  2.129558417748e-03	
              i_soln	                 124	  7.013003458503e+00	  1.121316625074e+01	  2.204379733738e-01	  2.204379733738e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 124	  7.013149508782e+00	  1.121298373564e+01	  2.182914310415e-01	  2.182914310415e-01	  2.699221710962e-01	  2.146542332006e-03	
              i_soln	                 125	  7.013343262120e+00	  1.123212298730e+01	  2.156003346425e-01	  2.156003346425e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 125	  7.013488868930e+00	  1.123541461283e+01	  2.134999147074e-01	  2.134999147074e-01	  2.594460424594e-01	  2.100419934957e-03	
              i_soln	                 126	  7.013218989056e+00	  1.131085870734e+01	  2.173598127546e-01	  2.173598127546e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 126	  7.013364760503e+00	  1.131049361859e+01	  2.152426128219e-01	  2.152426128219e-01	  2.632422344203e-01	  2.117199932447e-03	
              i_soln	                 127	  7.013558202348e+00	  1.124631284572e+01	  2.125830876020e-01	  2.125830876020e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 127	  7.013703517325e+00	  1.124579780048e+01	  2.105114562347e-01	  2.105114562347e-01	  2.529737670001e-01	  2.071631367071e-03	
              i_soln	                 128	  7.013434154073e+00	  1.127178481331e+01	  2.143204149954e-01	  2.143204149954e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 128	  7.013579638519e+00	  1.127235252322e+01	  2.122322051462e-01	  2.122322051462e-01	  2.566946093801e-01	  2.088209849042e-03	
              i_soln	                 129	  7.013772728151e+00	  1.120669605768e+01	  2.096038040716e-01	  2.096038040716e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 129	  7.013917743137e+00	  1.121374425908e+01	  2.075606155878e-01	  2.075606155878e-01	  2.466302331256e-01	  2.043188483516e-03	
              i_soln	                 130	  7.013648923026e+00	  1.122411810627e+01	  2.113192755140e-01	  2.113192755140e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 130	  7.013794112183e+00	  1.121479392878e+01	  2.092597076102e-01	  2.092597076102e-01	  2.502770199120e-01	  2.059567903544e-03	
              i_soln	                 131	  7.013986806248e+00	  1.130204941817e+01	  2.066619671438e-01	  2.066619671438e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 131	  7.014131513192e+00	  1.130254688926e+01	  2.046468801841e-01	  2.046468801841e-01	  2.404132275021e-01	  2.015086959490e-03	
              i_soln	                 132	  7.013863263717e+00	  1.123209451544e+01	  2.083558820549e-01	  2.083558820549e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 132	  7.014008149499e+00	  1.123325721328e+01	  2.063246122286e-01	  2.063246122286e-01	  2.439872322486e-01	  2.031269826111e-03	
              i_soln	                 133	  7.014200401428e+00	  1.126192264098e+01	  2.037570514631e-01	  2.037570514631e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 133	  7.014344792243e+00	  1.125660361122e+01	  2.017697290916e-01	  2.017697290916e-01	  2.343205651257e-01	  1.987322371322e-03	
              i_soln	                 134	  7.014077142057e+00	  1.129915869972e+01	  2.054297142006e-01	  2.054297142006e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 134	  7.014221716299e+00	  1.129880098601e+01	  2.034264029497e-01	  2.034264029497e-01	  2.378230479589e-01	  2.003311250722e-03	
              i_soln	                 135	  7.014413476257e+00	  1.125342316805e+01	  2.008885227237e-01	  2.008885227237e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 135	  7.014557542954e+00	  1.125583692194e+01	  1.989286325318e-01	  1.989286325318e-01	  2.283501163016e-01	  1.959890191752e-03	
              i_soln	                 136	  7.014290521939e+00	  1.128141070668e+01	  2.025402428742e-01	  2.025402428742e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 136	  7.014434776716e+00	  1.128573163131e+01	  2.005645551635e-01	  2.005645551635e-01	  2.317823036893e-01	  1.975687710504e-03	
              i_soln	                 137	  7.014625990891e+00	  1.126861055470e+01	  1.980558371702e-01	  1.980558371702e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 137	  7.014769725524e+00	  1.127200622410e+01	  1.961230513848e-01	  1.961230513848e-01	  2.224997658331e-01	  1.932785785214e-03	
              i_soln	                 138	  7.014503364928e+00	  1.120386419591e+01	  1.996869298368e-01	  1.996869298368e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 138	  7.014647292270e+00	  1.120185107900e+01	  1.977385352036e-01	  1.977385352036e-01	  2.258628709020e-01	  1.948394632994e-03	
              i_soln	                 139	  7.014837902868e+00	  1.123775554122e+01	  1.952584411020e-01	  1.952584411020e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 139	  7.014981297531e+00	  1.123621165271e+01	  1.933524366986e-01	  1.933524366986e-01	  2.167674396443e-01	  1.906004403153e-03	
              i_soln	                 140	  7.014715630100e+00	  1.129220040398e+01	  1.968692271901e-01	  1.968692271901e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 140	  7.014859221986e+00	  1.129140978850e+01	  1.949477998544e-01	  1.949477998544e-01	  2.200626556578e-01	  1.921427335442e-03	
              i_soln	                 141	  7.015049166810e+00	  1.131623534649e+01	  1.924957703885e-01	  1.924957703885e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 141	  7.015192213675e+00	  1.131616955986e+01	  1.906162292088e-01	  1.906162292088e-01	  2.111510978792e-01	  1.879541179435e-03	
              i_soln	                 142	  7.014927273801e+00	  1.122155887607e+01	  1.940865768839e-01	  1.940865768839e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 142	  7.015070522431e+00	  1.122458492242e+01	  1.921917958635e-01	  1.921917958635e-01	  2.143795983724e-01	  1.894781020158e-03	
              i_soln	                 143	  7.015259734162e+00	  1.129471586184e+01	  1.897672500033e-01	  1.897672500033e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 143	  7.015402425327e+00	  1.129493205014e+01	  1.879138588772e-01	  1.879138588772e-01	  2.056487346607e-01	  1.853391125924e-03	
              i_soln	                 144	  7.015138249340e+00	  1.128147596769e+01	  1.913384102390e-01	  1.913384102390e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 144	  7.015281146850e+00	  1.128539070708e+01	  1.894699594688e-01	  1.894699594688e-01	  2.088116667529e-01	  1.868450769976e-03	
              i_soln	                 145	  7.015469552914e+00	  1.123373365593e+01	  1.870722935801e-01	  1.870722935801e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 145	  7.015611880543e+00	  1.124108509217e+01	  1.852447444516e-01	  1.852447444516e-01	  2.002583778921e-01	  1.827549128261e-03	
              i_soln	                 146	  7.015348506734e+00	  1.129164996485e+01	  1.886241474898e-01	  1.886241474898e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 146	  7.015491045184e+00	  1.128948030082e+01	  1.867817159456e-01	  1.867817159456e-01	  2.033568827440e-01	  1.842431543924e-03	
              i_soln	                 147	  7.015678567347e+00	  1.121485933733e+01	  1.844103030037e-01	  1.844103030037e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 147	  7.015820523604e+00	  1.121078495896e+01	  1.826082930615e-01	  1.826082930615e-01	  1.949780890360e-01	  1.802009941981e-03	
              i_soln	                 148	  7.015557992439e+00	  1.123825052037e+01	  1.859431973531e-01	  1.859431973531e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 148	  7.015700163946e+00	  1.123929930686e+01	  1.841264791797e-01	  1.841264791797e-01	  1.980132817766e-01	  1.816718173116e-03	
              i_soln	                 149	  7.015886717655e+00	  1.124619335492e+01	  1.817806680410e-01	  1.817806680410e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 149	  7.016028294606e+00	  1.125260992217e+01	  1.800038998518e-01	  1.800038998518e-01	  1.898059628999e-01	  1.776768188987e-03	
              i_soln	                 150	  7.015766649057e+00	  1.103616479791e+01	  1.832949566361e-01	  1.832949566361e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 150	  7.015908445880e+00	  1.103360745178e+01	  1.815036512789e-01	  1.815036512789e-01	  1.927789394332e-01	  1.791305357030e-03	
              i_soln	                 151	  7.016093939696e+00	  1.123340594168e+01	  1.791827660200e-01	  1.791827660200e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 151	  7.016235129626e+00	  1.123218983118e+01	  1.774309476653e-01	  1.774309476653e-01	  1.847401274267e-01	  1.751818354506e-03	
              i_soln	                 152	  7.015974414975e+00	  1.123400275681e+01	  1.806788098863e-01	  1.806788098863e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 152	  7.016115829314e+00	  1.123325527584e+01	  1.789126222259e-01	  1.789126222259e-01	  1.876519645505e-01	  1.766187660161e-03	
              i_soln	                 153	  7.016300164598e+00	  1.073607467528e+01	  1.766159615675e-01	  1.766159615675e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 153	  7.016440959478e+00	  1.099043137031e+01	  1.748888067827e-01	  1.748888067827e-01	  1.797787434878e-01	  1.727154784578e-03	
              i_soln	                 154	  7.016181224106e+00	  1.119081571721e+01	  1.780941290940e-01	  1.780941290940e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 154	  7.016322248048e+00	  1.117733703616e+01	  1.763527695846e-01	  1.763527695846e-01	  1.826304990141e-01	  1.741359509199e-03	
              i_soln	                 155	  7.016505318437e+00	  1.126216101307e+01	  1.740796064120e-01	  1.740796064120e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 155	  7.016645710483e+00	  1.126629039117e+01	  1.723768347277e-01	  1.723768347277e-01	  1.749200046780e-01	  1.702771684192e-03	
              i_soln	                 156	  7.016387005477e+00	  1.126960024083e+01	  1.755402734568e-01	  1.755402734568e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 156	  7.016527631073e+00	  1.126930207665e+01	  1.738234582658e-01	  1.738234582658e-01	  1.777127175508e-01	  1.716815190782e-03	
              i_soln	                 157	  7.016709321897e+00	  1.118226858149e+01	  1.715730392646e-01	  1.715730392646e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 157	  7.016849303028e+00	  1.118085589390e+01	  1.698943761482e-01	  1.698943761482e-01	  1.701621371106e-01	  1.678663116155e-03	
              i_soln	                 158	  7.016591682930e+00	  1.128724407176e+01	  1.730165892140e-01	  1.730165892140e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 158	  7.016731902276e+00	  1.128648166036e+01	  1.713240403639e-01	  1.713240403639e-01	  1.728968275251e-01	  1.692548849923e-03	
              i_soln	                 159	  7.016912089915e+00	  1.120509572291e+01	  1.690955857829e-01	  1.690955857829e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 159	  7.017051652077e+00	  1.120327474280e+01	  1.674407627820e-01	  1.674407627820e-01	  1.655033992118e-01	  1.654823000775e-03	
              i_soln	                 160	  7.016795174763e+00	  1.123997952156e+01	  1.705224095617e-01	  1.705224095617e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 160	  7.016934979801e+00	  1.124745991822e+01	  1.688538550723e-01	  1.688538550723e-01	  1.681810687308e-01	  1.668554489218e-03	
              i_soln	                 161	  7.017113531307e+00	  1.125146549788e+01	  1.666465586327e-01	  1.666465586327e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 161	  7.017252666406e+00	  1.124361703328e+01	  1.650153135160e-01	  1.650153135160e-01	  1.609420747024e-01	  1.631245116469e-03	
              i_soln	                 162	  7.016997393372e+00	  1.122665486156e+01	  1.680570546565e-01	  1.680570546565e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 162	  7.017136776056e+00	  1.122993707741e+01	  1.664122286874e-01	  1.664122286874e-01	  1.635637131901e-01	  1.644825968906e-03	
              i_soln	                 163	  7.017313548415e+00	  1.121896238753e+01	  1.642252576490e-01	  1.642252576490e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 163	  7.017452248112e+00	  1.121838780048e+01	  1.626173345475e-01	  1.626173345475e-01	  1.564764995481e-01	  1.607923101358e-03	
              i_soln	                 164	  7.017198244879e+00	  1.122701912028e+01	  1.656198317190e-01	  1.656198317190e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 164	  7.017337196887e+00	  1.122118907013e+01	  1.639984747109e-01	  1.639984747109e-01	  1.590430649316e-01	  1.621357007890e-03	
              i_soln	                 165	  7.017512036713e+00	  1.125320808687e+01	  1.618309701145e-01	  1.618309701145e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 165	  7.017650292640e+00	  1.125884284080e+01	  1.602461196584e-01	  1.602461196584e-01	  1.521050210701e-01	  1.584850455977e-03	
              i_soln	                 166	  7.017397628772e+00	  1.120845923995e+01	  1.632100352419e-01	  1.632100352419e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 166	  7.017536142000e+00	  1.121996216914e+01	  1.616118940559e-01	  1.616118940559e-01	  1.546174597632e-01	  1.598141185779e-03	
              i_soln	                 167	  7.017708884479e+00	  1.127723139396e+01	  1.594629711573e-01	  1.594629711573e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 167	  7.017846688181e+00	  1.127759681827e+01	  1.579009506099e-01	  1.579009506099e-01	  1.478260247820e-01	  1.562020547158e-03	
              i_soln	                 168	  7.017595437522e+00	  1.122962350436e+01	  1.608269473191e-01	  1.608269473191e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 168	  7.017733503406e+00	  1.122048270989e+01	  1.592517753728e-01	  1.592517753728e-01	  1.502852650736e-01	  1.575171946092e-03	
              i_soln	                 169	  7.017903972425e+00	  1.127444388801e+01	  1.571205242791e-01	  1.571205242791e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 169	  7.018041315336e+00	  1.127381356454e+01	  1.555810976658e-01	  1.555810976658e-01	  1.436379274002e-01	  1.539426613181e-03	
              i_soln	                 170	  7.017791556257e+00	  1.112591156272e+01	  1.584698380969e-01	  1.584698380969e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 170	  7.017929166274e+00	  1.109810847176e+01	  1.569173954961e-01	  1.569173954961e-01	  1.460448795948e-01	  1.552442600669e-03	
              i_soln	                 171	  7.018097173312e+00	  1.128892473726e+01	  1.548028820214e-01	  1.548028820214e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 171	  7.018234046396e+00	  1.128981276337e+01	  1.532858202510e-01	  1.532858202510e-01	  1.395391765938e-01	  1.517061770267e-03	
              i_soln	                 172	  7.017985862374e+00	  1.123773024487e+01	  1.561379663600e-01	  1.561379663600e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 172	  7.018123007740e+00	  1.123254949011e+01	  1.546080200245e-01	  1.546080200245e-01	  1.418947331559e-01	  1.529946335373e-03	
              i_soln	                 173	  7.018288351649e+00	  1.121819481135e+01	  1.525092867753e-01	  1.525092867753e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 173	  7.018424745912e+00	  1.121666651778e+01	  1.510143677546e-01	  1.510143677546e-01	  1.355282507254e-01	  1.494919020474e-03	
              i_soln	                 174	  7.018178225181e+00	  1.119270196212e+01	  1.538305802571e-01	  1.538305802571e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 174	  7.018314896972e+00	  1.119540495779e+01	  1.523229040397e-01	  1.523229040397e-01	  1.378332864307e-01	  1.507676217174e-03	
              i_soln	                 175	  7.018477363379e+00	  1.125924304017e+01	  1.502389717421e-01	  1.502389717421e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 175	  7.018613269509e+00	  1.126331984425e+01	  1.487659804808e-01	  1.487659804808e-01	  1.316036585712e-01	  1.472991261078e-03	
              i_soln	                 176	  7.018368505607e+00	  1.127278011279e+01	  1.515469181741e-01	  1.515469181741e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 176	  7.018504694738e+00	  1.127772310744e+01	  1.500612929713e-01	  1.500612929713e-01	  1.338590306710e-01	  1.485625202661e-03	
              i_soln	                 177	  7.018664055534e+00	  1.124433080340e+01	  1.479911620499e-01	  1.479911620499e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 177	  7.018799464020e+00	  1.125153615427e+01	  1.465398907543e-01	  1.465398907543e-01	  1.277639390289e-01	  1.451271295469e-03	
              i_soln	                 178	  7.018556555869e+00	  1.130187252420e+01	  1.492862097601e-01	  1.492862097601e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 178	  7.018692252830e+00	  1.130081409143e+01	  1.478224236119e-01	  1.478224236119e-01	  1.299704874198e-01	  1.463786148059e-03	
              i_soln	                 179	  7.018848265985e+00	  1.122406876319e+01	  1.457650760291e-01	  1.457650760291e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 179	  7.018983167005e+00	  1.122676753197e+01	  1.443353241833e-01	  1.443353241833e-01	  1.240076608067e-01	  1.429751845614e-03	
              i_soln	                 180	  7.018742219156e+00	  1.129835847669e+01	  1.470476771103e-01	  1.470476771103e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 180	  7.018877414376e+00	  1.130065543368e+01	  1.456055252893e-01	  1.456055252893e-01	  1.261662082127e-01	  1.442151820784e-03	
              i_soln	                 181	  7.019029823142e+00	  1.119150908674e+01	  1.435599266494e-01	  1.435599266494e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 181	  7.019164206673e+00	  1.120043163008e+01	  1.421515010832e-01	  1.421515010832e-01	  1.203334220866e-01	  1.408425566117e-03	
              i_soln	                 182	  7.018925329380e+00	  1.126755968167e+01	  1.448305361097e-01	  1.448305361097e-01	  0.000000000000e+00	  0.000000000000e+00	
               react	                 182	  7.019060012962e+00	  1.126845200430e+01	  1.434098211970e-01	  1.434098211970e-01	  1.224447742563e-01	  1.420714912575e-03	
              i_soln	                 183	  7.019208545821e+00	  1.125710077909e+01	  1.413749231214e-01	  1.413749231214e-01	  0.000000000000e+00	  0.000000000000e+00	
